#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR SDensityOFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassBin RadiusIso
138 15.5369 0.00221652 0 0 0.00221652 16.2691 9.82273e+09 3.74396e+06 2.69746e+09 7.12217e+06 166.993 87694.3 96686.6 4.01928 0 0 0 0 0.236169 0 3.22787e-09 0 1.45628e-06 0 10.5 102.323
139 16.2691 0.00142472 0 0 0.00142472 17.0358 1.02546e+10 3.74396e+06 2.69758e+09 7.52912e+06 152.312 86761.6 94918.4 4.28744 0 0 0 0 0.164447 0 2.04984e-09 0 1.43876e-06 0 10.5 107.146
140 17.0358 0.000899995 0 0 0.000899995 17.8387 1.06975e+10 3.74396e+06 2.69765e+09 7.9551e+06 138.86 85813.7 93170.4 4.57208 0 0 0 0 0.112615 0 1.28024e-09 0 1.42249e-06 0 10.5 112.195
141 17.8387 0.000558274 0 0 0.000558274 18.6794 1.11514e+10 3.74396e+06 2.69771e+09 8.40082e+06 126.544 84852.8 91443.7 4.87419 0 0 0 0 0.0757826 0 7.85711e-10 0 1.40739e-06 0 10.5 117.483
142 18.6794 0.000339768 0 0 0.000339768 19.5598 1.16161e+10 3.74396e+06 2.69774e+09 8.867e+06 115.276 83881.2 89739.1 5.19484 0 0 0 0 0.0500683 0 4.7343e-10 0 1.39339e-06 0 10.5 123.02
143 19.5598 0.000202702 0 0 0.000202702 20.4816 1.20914e+10 3.74396e+06 2.69776e+09 9.35441e+06 104.974 82900.8 88057 5.53518 0 0 0 0 0.0324474 0 2.79817e-10 0 1.38043e-06 0 10.5 128.818
144 20.4816 0.000118431 0 0 0.000118431 21.4469 1.25773e+10 3.74396e+06 2.69778e+09 9.86385e+06 95.5604 81913.9 86398.4 5.89641 0 0 0 0 0.0206066 0 1.62069e-10 0 1.36846e-06 0 10.5 134.889
145 21.4469 6.7699e-05 0 0 6.7699e-05 22.4576 1.30737e+10 3.74396e+06 2.69779e+09 1.03962e+07 86.9651 80922.4 84763.4 6.27989 0 0 0 0 0.0128117 0 9.18968e-11 0 1.35743e-06 0 10.5 141.246
146 22.4576 3.78232e-05 0 0 3.78232e-05 23.516 1.35803e+10 3.74396e+06 2.69779e+09 1.09522e+07 79.1215 79928.5 83152.6 6.68704 0 0 0 0 0.00778983 0 5.0959e-11 0 1.34729e-06 0 10.5 147.902
147 23.516 2.06314e-05 0 0 2.06314e-05 24.6243 1.4097e+10 3.74396e+06 2.6978e+09 1.15329e+07 71.9681 78934.2 80944.5 7.17411 0 0 0 0 0.00462693 0 2.76049e-11 0 1.33801e-06 0 10.5 154.873
148 24.6243 1.09749e-05 0 0 1.09749e-05 25.7848 1.46236e+10 3.74396e+06 2.6978e+09 1.21392e+07 65.4479 77941.6 78182.9 7.75531 0 0 0 0 0.00268166 0 1.45914e-11 0 1.32953e-06 0 10.5 162.172
149 25.7848 5.68672e-06 0 0 5.68672e-06 27 1.516e+10 3.74396e+06 2.6978e+09 1.27722e+07 59.508 76952.5 75501 8.38375 0 0 0 0 0.00151475 0 7.51681e-12 0 1.32182e-06 0 10.5 169.815
150 27 2.86664e-06 0 0 2.86664e-06 28.2725 1.57059e+10 3.74396e+06 2.6978e+09 1.34329e+07 54.0998 75968.9 72899.9 9.06326 0 0 0 0 0.000832828 0 3.7692e-12 0 1.31485e-06 0 10.5 177.818
151 28.2725 1.40401e-06 0 0 1.40401e-06 29.6049 1.62613e+10 3.74396e+06 2.6978e+09 1.41225e+07 49.178 74992.7 70380.5 9.79792 0 0 0 0 0.00044512 0 1.83726e-12 0 1.30858e-06 0 10.5 186.198
152 29.6049 6.67214e-07 0 0 6.67214e-07 31.0001 1.68258e+10 3.74396e+06 2.6978e+09 1.48422e+07 44.7009 74025.8 67943 10.5922 0 0 0 0 0.000230945 0 8.69363e-13 0 1.30298e-06 0 10.5 194.973
153 31.0001 3.0721e-07 0 0 3.0721e-07 32.4611 1.73993e+10 3.74396e+06 2.6978e+09 1.55932e+07 40.6302 73069.9 65587.9 11.4509 0 0 0 0 0.00011615 0 3.98761e-13 0 1.29801e-06 0 10.5 204.162
154 32.4611 1.36846e-07 0 0 1.36846e-07 33.991 1.79817e+10 3.74396e+06 2.6978e+09 1.6377e+07 36.9306 72126.8 63315.2 12.3792 0 0 0 0 5.65401e-05 0 1.77031e-13 0 1.29365e-06 0 10.5 213.784
155 33.991 5.88815e-08 0 0 5.88815e-08 35.5929 1.85725e+10 3.74396e+06 2.6978e+09 1.7195e+07 33.5695 71198.1 61124.4 13.3827 0 0 0 0 2.65968e-05 0 7.59492e-14 0 1.28987e-06 0 10.5 223.859
156 35.5929 2.44321e-08 0 0 2.44321e-08 37.2704 1.91718e+10 3.74396e+06 2.6978e+09 1.80488e+07 30.5169 70285.6 57569.5 14.8308 0 0 0 0 1.20704e-05 0 3.1435e-14 0 1.28663e-06 0 10.5 234.41
157 37.2704 9.75967e-09 0 0 9.75967e-09 39.0269 1.97792e+10 3.74396e+06 2.6978e+09 1.89401e+07 27.7456 69390.8 54311.1 16.4105 0 0 0 0 5.27562e-06 0 1.25305e-14 0 1.2839e-06 0 10.5 245.457
158 39.0269 3.74645e-09 0 0 3.74645e-09 40.8662 2.03946e+10 3.74396e+06 2.6978e+09 1.98706e+07 25.2303 68515.2 51257.4 18.1544 0 0 0 0 2.21667e-06 0 4.8017e-15 0 1.28167e-06 0 10.5 257.025
159 40.8662 1.37942e-09 0 0 1.37942e-09 42.7921 2.10177e+10 3.74396e+06 2.6978e+09 2.08424e+07 22.9479 67660.3 48399.7 20.0778 0 0 0 0 8.93668e-07 0 1.76551e-15 0 1.27989e-06 0 10.5 269.138
160 42.7921 4.86192e-10 0 0 4.86192e-10 44.8088 2.16484e+10 3.74396e+06 2.6978e+09 2.18575e+07 20.8774 66827.7 45728.2 22.1977 0 0 0 0 3.45012e-07 0 6.21623e-16 0 1.27856e-06 0 10.5 281.822
161 44.8088 1.63704e-10 0 0 1.63704e-10 46.9206 2.22863e+10 3.74396e+06 2.6978e+09 2.29181e+07 18.9994 66018.6 43234.8 24.5314 0 0 0 0 1.27282e-07 0 2.09152e-16 0 1.27763e-06 0 10.5 295.104
162 46.9206 5.25421e-11 0 0 5.25421e-11 49.1319 2.29314e+10 3.74396e+06 2.6978e+09 2.40267e+07 17.2964 65234.4 40909.9 27.0984 0 0 0 0 4.47745e-08 0 6.71003e-17 0 1.27708e-06 0 10.5 309.012
163 49.1319 1.60388e-11 0 0 1.60388e-11 51.4474 2.35834e+10 3.74396e+06 2.6978e+09 2.51859e+07 15.7522 64476.3 38745.4 29.9183 0 0 0 0 1.49841e-08 0 2.04797e-17 0 1.27689e-06 0 10.5 323.575
164 51.4474 4.64536e-12 0 0 4.64536e-12 53.8721 2.42421e+10 3.74396e+06 2.6978e+09 2.63985e+07 14.3522 63745.7 36732.4 33.013 0 0 0 0 4.75912e-09 0 5.93226e-18 0 1.27703e-06 0 10.5 338.825
165 53.8721 1.27342e-12 0 0 1.27342e-12 56.411 2.49072e+10 3.74396e+06 2.6978e+09 2.76677e+07 13.0829 63043.7 35215.5 36.0401 0 0 0 0 1.43098e-09 0 1.62677e-18 0 1.27748e-06 0 10.5 354.793
166 56.411 3.29534e-13 0 0 3.29534e-13 59.0696 2.55787e+10 3.74396e+06 2.6978e+09 2.89967e+07 11.9322 62371.5 32763.6 40.5644 0 0 0 0 4.06268e-10 0 4.21217e-19 0 1.27822e-06 0 10.5 371.514
167 59.0696 8.0282e-14 0 0 8.0282e-14 61.8534 2.62562e+10 3.74396e+06 2.6978e+09 3.03892e+07 10.889 61730.1 30545.9 45.5878 0 0 0 0 1.08611e-10 0 1.02699e-19 0 1.27923e-06 0 10.5 389.023
168 61.8534 1.83607e-14 0 0 1.83607e-14 64.7685 2.69397e+10 3.74396e+06 2.6978e+09 3.18492e+07 9.94313 61120.6 28542.8 51.1497 0 0 0 0 2.72624e-11 0 2.35103e-20 0 1.28047e-06 0 10.5 407.357
169 64.7685 3.93018e-15 0 0 3.93018e-15 67.8209 2.76288e+10 3.74396e+06 2.6978e+09 3.33809e+07 9.08551 60544.1 26735.6 57.2894 0 0 0 0 6.40597e-12 0 5.03824e-21 0 1.28193e-06 0 10.5 426.555
170 67.8209 7.8493e-16 0 0 7.8493e-16 71.0172 2.83234e+10 3.74396e+06 2.6978e+09 3.49889e+07 8.30777 60001.5 25107.8 64.0459 0 0 0 0 1.40465e-12 0 1.00754e-21 0 1.2836e-06 0 10.5 446.658
171 71.0172 1.45788e-16 0 0 1.45788e-16 74.3642 2.90234e+10 3.74396e+06 2.6978e+09 3.66784e+07 7.60236 59493.7 23643.9 71.4571 0 0 0 0 2.86471e-13 0 1.87402e-22 0 1.28544e-06 0 10.5 467.708
172 74.3642 2.50952e-17 0 0 2.50952e-17 77.8689 2.97285e+10 3.74396e+06 2.6978e+09 3.8455e+07 6.96241 59021.7 22330 79.5584 0 0 0 0 5.41535e-14 0 3.23087e-23 0 1.28745e-06 0 10.5 489.751
173 77.8689 3.98913e-18 0 0 3.98913e-18 81.5387 3.04386e+10 3.74396e+06 2.6978e+09 4.03246e+07 6.38171 58586.4 21153.8 88.382 0 0 0 0 9.45451e-15 0 5.14437e-24 0 1.2896e-06 0 10.5 512.832
174 81.5387 5.8338e-19 0 0 5.8338e-19 85.3815 3.11534e+10 3.74396e+06 2.6978e+09 4.22939e+07 5.85462 58188.6 0 0 0 0 0 0 1.51871e-15 0 7.53649e-25 0 1.29187e-06 0 10.5 537.001
175 85.3815 7.818e-20 0 0 7.818e-20 89.4054 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 2.23573e-16 0 1.01184e-25 0 1.29425e-06 0 10.5 562.309
176 89.4054 9.56133e-21 0 0 9.56133e-21 93.6189 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 3.00379e-17 0 1.23983e-26 0 1.29671e-06 0 10.5 588.81
177 93.6189 1.06253e-21 0 0 1.06253e-21 98.0311 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 3.66727e-18 0 1.3805e-27 0 1.29926e-06 0 10.5 616.56
178 98.0311 1.06806e-22 0 0 1.06806e-22 102.651 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 4.05013e-19 0 1.39047e-28 0 1.30186e-06 0 10.5 645.617
179 102.651 9.66549e-24 0 0 9.66549e-24 107.489 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 4.02699e-20 0 1.26088e-29 0 1.30452e-06 0 10.5 676.044
180 107.489 7.83549e-25 0 0 7.83549e-25 112.555 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 3.58687e-21 0 1.02426e-30 0 1.3072e-06 0 10.5 707.905
181 112.555 5.66059e-26 0 0 5.66059e-26 117.859 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 2.84715e-22 0 7.41487e-32 0 1.30991e-06 0 10.5 741.268
182 117.859 3.62447e-27 0 0 3.62447e-27 123.414 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 2.00306e-23 0 4.75758e-33 0 1.31263e-06 0 10.5 776.203
183 123.414 2.04519e-28 0 0 2.04519e-28 129.23 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 1.24188e-24 0 2.69014e-34 0 1.31535e-06 0 10.5 812.784
184 129.23 1.01096e-29 0 0 1.01096e-29 135.321 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 6.74487e-26 0 1.3325e-35 0 1.31806e-06 0 10.5 851.09
185 135.321 4.35031e-31 0 0 4.35031e-31 141.698 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 3.18895e-27 0 5.74568e-37 0 1.32075e-06 0 10.5 891.2
186 141.698 1.61901e-32 0 0 1.61901e-32 148.376 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 1.30393e-28 0 2.14263e-38 0 1.32342e-06 0 10.5 933.201
187 148.376 5.17527e-34 0 0 5.17527e-34 155.369 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 4.57934e-30 0 6.86272e-40 0 1.32606e-06 0 10.5 977.182
188 155.369 1.41075e-35 0 0 1.41075e-35 162.691 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 1.37142e-31 0 1.87441e-41 0 1.32866e-06 0 10.5 1023.23
189 162.691 3.2548e-37 0 0 3.2548e-37 170.358 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 3.47601e-33 0 4.33286e-43 0 1.33122e-06 0 10.5 1071.46
190 170.358 6.30568e-39 0 0 6.30568e-39 178.387 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 7.39788e-35 0 8.41009e-45 0 1.33373e-06 0 10.5 1121.95
191 178.387 1.01738e-40 0 0 1.01738e-40 186.794 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 1.31117e-36 0 1.35941e-46 0 1.33619e-06 0 10.5 1174.83
192 186.794 1.35524e-42 0 0 1.35524e-42 195.598 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 1.91856e-38 0 1.81413e-48 0 1.3386e-06 0 10.5 1230.2
193 195.598 1.47707e-44 0 0 1.47707e-44 204.816 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 2.2968e-40 0 1.98069e-50 0 1.34096e-06 0 10.5 1288.18
194 204.816 1.30471e-46 0 0 1.30471e-46 214.469 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 2.22832e-42 0 1.75255e-52 0 1.34325e-06 0 10.5 1348.89
195 214.469 9.24777e-49 0 0 9.24777e-49 224.576 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 1.7347e-44 0 1.24428e-54 0 1.34549e-06 0 10.5 1412.46
196 224.576 5.20542e-51 0 0 5.20542e-51 235.16 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 1.07237e-46 0 7.01518e-57 0 1.34767e-06 0 10.5 1479.02
197 235.16 2.30164e-53 0 0 2.30164e-53 246.243 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 5.20725e-49 0 3.10672e-59 0 1.34978e-06 0 10.5 1548.73
198 246.243 7.90366e-56 0 0 7.90366e-56 257.848 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 1.96363e-51 0 1.06845e-61 0 1.35184e-06 0 10.5 1621.72
199 257.848 2.08276e-58 0 0 2.08276e-58 270 3.15886e+10 3.74396e+06 2.6978e+09 4.22939e+07 0 0 0 0 0 0 0 0 5.68212e-54 0 2.8197e-64 0 1.35383e-06 0 10.5 1698.15
0 0.027 14.7155 80.8528 0.109139 14.6064 0.0282725 197410 17865 3196.65 61.2739 637521 15400 108001 9.32722e-05 4.95695e+11 1.44721e+12 0 0 5.83558 36.8714 0.0264105 0.166872 0.00179474 0.0020639 10.75 0.0317363
1 0.0282725 14.7154 80.5607 0.109076 14.6063 0.0296049 216409 37382.7 6701.7 69.9095 615854 15831.1 14536.1 9.51496e-05 4.95406e+11 1.44636e+12 0 0 6.39854 40.3189 0.0264104 0.166419 0.00179474 0.00206576 10.75 0.033232
2 0.0296049 14.7153 80.2494 0.10901 14.6062 0.0310001 237234 58700.8 10544.9 79.4868 594878 16273.4 15395.6 0.000104805 4.95104e+11 1.44548e+12 0 0 7.01582 44.0833 0.0264102 0.165946 0.00179475 0.00206788 10.75 0.0347981
3 0.0310001 14.7151 79.9241 0.10894 14.6062 0.0324611 260059 81980.9 14758.9 90.1077 574571 16727.1 16304.7 0.000115817 4.94788e+11 1.44456e+12 0 0 7.69265 48.192 0.02641 0.165451 0.00179476 0.0020701 10.75 0.0364381
4 0.0324611 14.715 79.5871 0.108868 14.6061 0.033991 285078 107399 19379.5 101.885 554913 17192.6 17266.1 0.000127979 4.94457e+11 1.44359e+12 0 0 8.43476 52.6772 0.0264099 0.164936 0.00179476 0.0020724 10.75 0.0381554
5 0.033991 14.7148 79.237 0.108792 14.606 0.0355929 312500 135148 24445.8 114.943 535884 17670.1 18282.7 0.000141412 4.94111e+11 1.44258e+12 0 0 9.24847 57.5719 0.0264097 0.164401 0.00179477 0.0020748 10.75 0.0399536
6 0.0355929 14.7146 78.8732 0.108713 14.6059 0.0372704 342555 165433 30000.9 129.421 517463 18159.9 19357.5 0.000159705 4.93749e+11 1.44153e+12 0 0 10.1407 62.9123 0.0264095 0.163843 0.00179478 0.0020773 10.75 0.0418365
7 0.0372704 14.7144 78.4959 0.10863 14.6058 0.0390269 375496 198482 36092 145.47 499634 18662.1 20493.7 0.000181417 4.9337e+11 1.44042e+12 0 0 11.1189 68.738 0.0264093 0.163264 0.00179479 0.0020799 10.75 0.0438082
8 0.0390269 14.7143 78.1043 0.108544 14.6057 0.0408662 411600 234538 42770.7 163.261 482376 19177.1 21694.8 0.000206058 4.92973e+11 1.43926e+12 0 0 12.1916 75.0912 0.0264091 0.162661 0.00179479 0.00208261 10.75 0.0458729
9 0.0408662 14.7141 77.6962 0.108453 14.6056 0.0427921 451168 273866 50093.8 182.981 465674 19705.2 22964.2 0.000234019 4.92558e+11 1.43805e+12 0 0 13.3677 82.0162 0.0264089 0.162029 0.0017948 0.00208542 10.75 0.0480348
10 0.0427921 14.7139 77.2746 0.108358 14.6055 0.0448088 494533 316755 58123.4 204.836 449508 20246.6 24305.6 0.000261117 4.92124e+11 1.43678e+12 0 0 14.6572 89.5666 0.0264086 0.161376 0.00179481 0.00208835 10.75 0.0502986
11 0.0448088 14.7137 76.838 0.108258 14.6054 0.0469206 542058 363516 66927.7 229.056 433864 20801.5 25723.1 0.000294189 4.9167e+11 1.43546e+12 0 0 16.0712 97.7954 0.0264084 0.160699 0.00179482 0.00209139 10.75 0.0526691
12 0.0469206 14.7134 76.3844 0.108155 14.6053 0.0491319 594140 414486 76581.4 255.893 418724 21370.3 27220.6 0.000331414 4.91195e+11 1.43407e+12 0 0 17.6216 106.759 0.0264081 0.159991 0.00179483 0.00209455 10.75 0.0551513
13 0.0491319 14.7132 75.914 0.108046 14.6052 0.0514474 651215 470029 87166.4 285.629 404074 21953.3 28802.5 0.000373312 4.90698e+11 1.43262e+12 0 0 19.3215 116.52 0.0264079 0.159255 0.00179484 0.00209784 10.75 0.0577505
14 0.0514474 14.713 75.4259 0.107932 14.605 0.0538721 713761 530539 98772.7 318.572 389897 22550.7 30473.3 0.000419619 4.90178e+11 1.4311e+12 0 0 21.1853 127.146 0.0264076 0.158488 0.00179485 0.00210124 10.75 0.0604722
15 0.0538721 14.7127 74.9204 0.107813 14.6049 0.056411 782299 596442 111499 355.065 376180 23162.7 32237.8 0.000470061 4.89634e+11 1.42951e+12 0 0 23.229 138.711 0.0264073 0.15769 0.00179486 0.00210477 10.75 0.0633222
16 0.056411 14.7124 74.401 0.107689 14.6047 0.0590696 857402 668202 125453 395.487 362908 23789.8 34100.9 0.000526514 4.89064e+11 1.42785e+12 0 0 25.4698 151.304 0.026407 0.156872 0.00179488 0.00210846 10.75 0.0663065
17 0.0590696 14.7121 73.8592 0.107558 14.6046 0.0618534 939695 746313 140753 440.255 350068 24432.1 36067.9 0.000589688 4.88469e+11 1.42611e+12 0 0 27.9267 164.99 0.0264067 0.156009 0.00179489 0.00211226 10.75 0.0694314
18 0.0618534 14.7119 73.3015 0.107422 14.6044 0.0647685 1.02987e+06 831313 157529 489.831 337645 25089.9 38144.3 0.000660379 4.87847e+11 1.42429e+12 0 0 30.6207 179.878 0.0264063 0.155122 0.0017949 0.00211621 10.75 0.0727036
19 0.0647685 14.7115 72.7252 0.10728 14.6043 0.0678209 1.12866e+06 923781 175923 544.727 325627 25763.6 40335.7 0.000725972 4.87195e+11 1.42239e+12 0 0 33.5745 196.06 0.026406 0.1542 0.00179492 0.00212031 10.75 0.07613
20 0.0678209 14.7112 72.1295 0.107131 14.6041 0.0710172 1.23691e+06 1.02434e+06 196093 605.505 314002 26453.3 42648.2 0.00080857 4.86515e+11 1.42041e+12 0 0 36.8132 213.642 0.0264056 0.153243 0.00179493 0.00212455 10.75 0.0797179
21 0.0710172 14.7109 71.5147 0.106975 14.6039 0.0743642 1.35551e+06 1.13366e+06 218208 672.788 302756 27159.5 45088.2 0.000900482 4.85802e+11 1.41833e+12 0 0 40.3643 232.738 0.0264053 0.152251 0.00179495 0.00212895 10.75 0.0834749
22 0.0743642 14.7105 70.8824 0.106812 14.6037 0.0778689 1.48544e+06 1.25247e+06 242457 747.265 291880 27882.3 47662.1 0.00100274 4.85058e+11 1.41615e+12 0 0 44.2579 253.479 0.0264049 0.151229 0.00179496 0.00213352 10.75 0.0874089
23 0.0778689 14.7102 70.2276 0.106642 14.6035 0.0815387 1.62778e+06 1.38153e+06 269045 829.693 281360 28622 50376.9 0.00110308 4.84279e+11 1.41388e+12 0 0 48.527 275.974 0.0264044 0.150162 0.00179498 0.00213823 10.75 0.0915284
24 0.0815387 14.7098 69.5556 0.106464 14.6033 0.0853815 1.7837e+06 1.5217e+06 298199 920.912 271186 29379 53239.7 0.00122955 4.83465e+11 1.4115e+12 0 0 53.208 300.391 0.026404 0.149066 0.001795 0.00214313 10.75 0.095842
25 0.0853815 14.7094 68.8637 0.106277 14.6031 0.0894054 1.95451e+06 1.67386e+06 330165 1021.84 261346 30153.5 56258.2 0.00137037 4.82614e+11 1.40902e+12 0 0 58.3404 326.866 0.0264036 0.147932 0.00179502 0.00214819 10.75 0.100359
26 0.0894054 14.7089 68.1501 0.106083 14.6028 0.0936189 2.14161e+06 1.83897e+06 365215 1133.51 251832 30945.7 59440.2 0.00152716 4.81724e+11 1.40642e+12 0 0 63.9678 355.552 0.0264031 0.146756 0.00179504 0.00215343 10.75 0.105089
27 0.0936189 14.7085 67.4149 0.105879 14.6026 0.0980311 2.34655e+06 2.01805e+06 403646 1257.04 242632 31755.9 62793.9 0.00165563 4.80794e+11 1.40371e+12 0 0 70.138 386.615 0.0264026 0.145537 0.00179506 0.00215882 10.75 0.110041
28 0.0980311 14.708 66.6598 0.105667 14.6023 0.102651 2.57101e+06 2.21222e+06 445786 1393.67 233737 32584.5 66328 0.00183685 4.79823e+11 1.40087e+12 0 0 76.9033 420.251 0.0264021 0.144279 0.00179508 0.0021644 10.75 0.115227
29 0.102651 14.7075 65.887 0.105444 14.6021 0.107489 2.81685e+06 2.42265e+06 491990 1544.77 225137 33431.6 70051.3 0.00203769 4.78807e+11 1.3979e+12 0 0 84.3211 456.675 0.0264016 0.142988 0.00179511 0.00217021 10.75 0.120658
30 0.107489 14.707 65.0898 0.105212 14.6018 0.112555 3.08607e+06 2.65059e+06 542653 1711.85 216823 34297.5 73919.9 0.00226026 4.77745e+11 1.3948e+12 0 0 92.4542 496.031 0.026401 0.141645 0.00179513 0.00217615 10.75 0.126344
31 0.112555 14.7065 64.2729 0.104969 14.6015 0.117859 3.3809e+06 2.89738e+06 598203 1896.57 208786 35182.5 73685.4 0.00250689 4.76636e+11 1.39156e+12 0 0 101.372 538.579 0.0264004 0.140263 0.00179516 0.0021823 10.75 0.132299
32 0.117859 14.7059 63.4369 0.104716 14.6012 0.123414 3.70375e+06 3.16447e+06 659112 2100.76 201017 36086.8 77008.6 0.00265161 4.75477e+11 1.38818e+12 0 0 111.149 584.558 0.0263998 0.138842 0.00179519 0.00218867 10.75 0.138534
33 0.123414 14.7053 62.5792 0.104451 14.6008 0.12923 4.05726e+06 3.45336e+06 725898 2326.46 193508 37010.6 77520.4 0.00291138 4.74266e+11 1.38465e+12 0 0 121.87 634.183 0.0263992 0.137375 0.00179522 0.00219522 10.75 0.145063
34 0.12923 14.7047 61.7046 0.104174 14.6005 0.135321 4.44432e+06 3.7657e+06 799127 2575.87 186252 37954.1 78029.6 0.00319636 4.73001e+11 1.38095e+12 0 0 133.624 687.774 0.0263985 0.135875 0.00179525 0.00220202 10.75 0.151899
35 0.135321 14.704 60.803 0.103885 14.6001 0.141698 4.86808e+06 4.10316e+06 879420 2851.45 179239 38917.7 78535.3 0.00350899 4.7168e+11 1.3771e+12 0 0 146.512 745.445 0.0263978 0.13431 0.00179528 0.00220894 10.75 0.159058
36 0.141698 14.7033 59.8872 0.103583 14.5997 0.148376 5.33198e+06 4.46762e+06 967460 3155.89 172462 39901.4 83571.5 0.00364293 4.70301e+11 1.37307e+12 0 0 160.643 807.681 0.0263971 0.132719 0.00179531 0.00221615 10.75 0.166554
37 0.148376 14.7026 58.9495 0.103268 14.5993 0.155369 5.83981e+06 4.86097e+06 1.06399e+06 3492.17 165914 40905.5 86214.7 0.00390048 4.6886e+11 1.36886e+12 0 0 176.137 874.644 0.0263963 0.131077 0.00179535 0.00222354 10.75 0.174404
38 0.155369 14.7019 57.9924 0.102938 14.5989 0.162691 6.39566e+06 5.28528e+06 1.16984e+06 3863.55 159588 41930.1 88923.1 0.00417639 4.67356e+11 1.36447e+12 0 0 193.124 946.681 0.0263955 0.129389 0.00179539 0.00223114 10.75 0.182623
39 0.162691 14.7011 57.0121 0.102595 14.5985 0.170358 7.00404e+06 5.74265e+06 1.2859e+06 4273.62 153477 42975.5 91697.9 0.00447197 4.65786e+11 1.35989e+12 0 0 211.75 1024.01 0.0263947 0.127643 0.00179543 0.00223888 10.75 0.19123
40 0.170358 14.7002 56.0119 0.102236 14.598 0.178387 7.66985e+06 6.23536e+06 1.41315e+06 4726.33 147573 44041.8 94538.7 0.00478866 4.64147e+11 1.3551e+12 0 0 232.172 1107.01 0.0263939 0.125847 0.00179547 0.0022468 10.75 0.200242
41 0.178387 14.6994 54.9897 0.101861 14.5975 0.186794 8.39846e+06 6.76574e+06 1.55268e+06 5226.03 141872 45129 103268 0.00483889 4.62437e+11 1.35011e+12 0 0 254.563 1195.92 0.026393 0.123993 0.00179552 0.00225484 10.75 0.209679
42 0.186794 14.6984 53.9052 0.101471 14.597 0.195598 9.19571e+06 7.33582e+06 1.70567e+06 5777.5 136365 46237.5 111171 0.00496049 4.60653e+11 1.3449e+12 0 0 279.113 1289.59 0.026392 0.12194 0.00179557 0.00226212 10.75 0.219561
43 0.195598 14.6975 52.7143 0.101063 14.5964 0.204816 1.0068e+07 7.94709e+06 1.87342e+06 6385.97 131047 47367.1 119626 0.00508649 4.58791e+11 1.33946e+12 0 0 306.03 1386.08 0.0263911 0.119532 0.00179562 0.00226754 10.75 0.229909
44 0.204816 14.6965 51.5103 0.100638 14.5958 0.214469 1.10222e+07 8.60203e+06 2.05735e+06 7057.22 125912 48518.1 128663 0.0052171 4.56849e+11 1.3338e+12 0 0 335.542 1488.67 0.0263901 0.117082 0.00179567 0.00227299 10.75 0.240744
45 0.214469 14.6954 50.2954 0.100194 14.5952 0.224576 1.20661e+07 9.30322e+06 2.25903e+06 7797.57 120954 49690.5 138316 0.00535258 4.54824e+11 1.32788e+12 0 0 367.9 1597.64 0.026389 0.114597 0.00179573 0.00227848 10.75 0.25209
